"","ShortAffil","id","lat","long","country"
"4325","penn state milton s",2073,NA,NA,NA
"4326","hershey medical center, hershey, pennsylvania",2074,40.2643702,-76.6747274,"United States"
"4327","university of michigan, ann arbor, mi",2075,42.2780436,-83.7382241,"United States"
"4330","infection prevention and control, trinity health, livonia, mi",2076,42.4350795,-83.427083,"United States"
"4331","long-term care infection prevention & control consultant, hemlock, mi",2077,38.8610029,-77.0496606,"United States"
"4333","geriatric research education and clinical center, veteran's affairs ann arbor healthcare system, ann arbor, mi",2078,42.2865055,-83.7156745,"United States"
"4336","residency school in occupational medicine, university of bari aldo moro, bari, italy",2079,41.1205546,16.8684745,"Italy"
"4337","section of occupational medicine ""e.c. vigliani"", university of bari aldo moro, bari, italy",2080,41.1205546,16.8684745,"Italy"
"4344","hospital nacional de niños benjamín bloom, san salvador, el salvador",2081,13.7140682,-89.2040682,"El Salvador"
"4347","post graduate school in public health, university of milan, milan, italy",2082,45.4601435,9.1945843,"Italy"
"4348","post graduate school in internal medicine, university of milan, milan, italy",2083,45.4601435,9.1945843,"Italy"
"4350","university of milan, milan, italy",2084,45.4601435,9.1945843,"Italy"
"4351","quality unit, fondazione irccs ca' granda ospedale maggiore policlinico, milan, italy",2085,45.460064,9.194677,"Italy"
"4352","microbiology laboratory, fondazione irccs ca' granda ospedale maggiore policlinico, milan, italy",2086,45.460064,9.194677,"Italy"
"4353","dipartimento di scienze biomediche, chirurgiche ed odontoiatriche, university of milan, milan, italy",2087,45.4601435,9.1945843,"Italy"
"4354","epidemiology unit, fondazione irccs ca' granda, ospedale maggiore policlinico, milan, italy",2088,45.460064,9.194677,"Italy"
"4359","allergy, and critical care medicine, university of pittsburgh medical center, pittsburgh, pa",2089,40.4405527,-79.9614818,"United States"
"4360","infectious diseases and critical care medicine, essentia health, fargo, nd",2090,46.8045906,-96.8480918,"United States"
"4361","washington university school of medicine, st louis, mo",2091,38.6351441,-90.2629289,"United States"
"4365","clinical bacteriology, uppsala university, uppsala, sweden",2092,59.8509005,17.6300093,"Sweden"
"4366","eastern university hospital, riga, latvia",2093,56.9674404,24.2440526,"Latvia"
"4368","parasitology and disinfectology, north-western state medical university named after i.i. mechnikov, st. petersburg, russia",2094,59.9840602,30.4332582,"Russia"
"4369","public health agency of sweden, solna, sweden",2095,59.349641,18.022847,"Sweden"
"4370","icahn school of medicine at mount sinai, new york, ny, usa",2096,40.7898695,-73.9533616,"United States"
"4371","mount sinai medical center, new york, usa",2097,40.7901981,-73.9522503,"United States"
"4380","from the *cardiac intensive care unit, children's hospital of pittsburgh, university of pittsburgh, pittsburgh, pa",2098,40.4673153,-79.9535901,"United States"
"4381","pediatric intensive care unit, hospital universitari parc taulí, sabadell",2099,41.556744,2.110935,"Spain"
"4382","vall d'hebron institute of research",2100,41.4267283,2.1414058,"Spain"
"4383","hospital universitari vall d'hebron",2101,41.4278967,2.1418727,"Spain"
"4384","and ∥vall d'hebron institute of research, universitat autònoma de barcelona, barcelona, spain",2102,41.3752172,2.1568502,"Spain"
"4385","dana-farber/boston children's cancer and blood disorders center, boston, massachusetts",2103,42.3376985,-71.1072967,"United States"
"4386","children's hospital and research center oakland, oakland, california",2104,37.8371545,-122.2672386,"United States"
"4387","university of iowa",2105,41.6626963,-91.5548998,"United States"
"4388","dana-farber cancer institute, boston, massachusetts",2106,42.3376481,-71.1081199,"United States"
"4390","children's hospital of los angeles, los angeles, california",2107,34.0975263,-118.2899694,"United States"
"4394","nationwide children's hospital, columbus, ohio",2108,39.9534362,-82.9788952,"United States"
"4395","akron children's hospital, akron, ohio",2109,41.0788969,-81.5251273,"United States"
"4396","children's mercy hospital, kansas city, missouri",2110,39.0837665,-94.5774632,"United States"
"4397","doernbecker children's hospital, oregon health sciences university, portland, oregon",2111,45.4976211,-122.6858593,"United States"
"4398","lucile packard children's hospital at stanford university, palo alto, california",2112,37.436074,-122.175035,"United States"
"4399","children's hospital colorado, aurora, colorado",2113,39.7415393,-104.8356818,"United States"
"4400","north eastern indira gandhi regional institute of health and medical sciences, mawdiangdiang, shillong, meghalaya, india",2114,25.6022695,91.9492502,"India"
"4401","melaka manipal medical college (mmmc), manipal university, manipal 576104, karnataka, india",2115,13.3533424,74.7849078,"India"
"4404","kasturba medical college, manipal university, manipal, karnataka, india",2116,13.3528559,74.7872862,"India"
"4407","liverpool school of tropical medicine, liverpool, uk",2117,53.4086471,-2.969825,"United Kingdom"
"4409","university of california, riverside, california, usa",2118,33.9737055,-117.3280644,"United States"
"4410","faculty of education, university of alberta, edmonton, alberta, canada",2119,53.523816,-113.522855,"Canada"
"4411","faculty of medicine, university of alberta, edmonton, alberta, canada",2120,53.5232189,-113.5263186,"Canada"
"4412","faculty of nursing, university of alberta, edmonton, alberta, canada",2121,53.5232189,-113.5263186,"Canada"
"4415","languages and diversity, university of calgary, calgary, ab, canada",2122,51.0781599,-114.1358007,"Canada"
"4417","faimer institute, philadelphia, pa, usa",2123,39.9525839,-75.1652215,"United States"
"4418","drexel university college of medicine, philadelphia, pa, usa",2124,40.0193227,-75.1796122,"United States"
"4419","university of virginia school of medicine, charlottesville, va, usa",2125,38.0319129,-78.4991815,"United States"
"4421","medical physics program, georgia institute of technology, atlanta, georgia 30332-0745 (tel: 404-894-3727",2126,NA,NA,NA
"4422","faculty of health sciences, university of malta, msida msd2090, malta (tel: 00356-23401848",2127,NA,NA,NA
"4423","pharmacotherapy section, vu university medical center, amsterdam, the netherlands",2128,52.3345709,4.8598158,"Netherlands"
"4424","research & expertise center in pharmacotherapy education (recipe), amsterdam, the netherlands",2129,32.9280235,-96.7563415,"United States"
"4427","vu university medical center, amsterdam, the netherlands",2130,52.3345709,4.8598158,"Netherlands"
"4433","va national center for patient safety, white river junction, vt",2131,43.648153,-72.342321,"United States"
"4434","geisel school of medicine, hanover, nh",2132,43.7087283,-72.2851085,"United States"
"4435","va national center for patient safety, ann arbor, mi",2133,42.286575,-83.7146831,"United States"
"4439","va office of academic affairs, washington, dc",2134,38.9008077,-77.0350572,"United States"
"4440","boston university, boston, ma",2135,42.3504997,-71.1053991,"United States"
"4444","virginia commonwealth university, washington, dc",2136,37.5488396,-77.4527272,"United States"
"4445","university of california, san francisco, ca",2137,37.7854785,-122.4401619,"United States"
"4446","ucsf medical center, san francisco, ca",2138,37.7626907,-122.45859,"United States"
"4449","duke-nus graduate medical school, singapore",2139,1.281046,103.83437,"Singapore"
"4450","singapore general hospital, singapore",2140,1.2795017,103.8346187,"Singapore"
"4453","york college-city university of new york , jamaica , new york , usa",2141,40.7019275,-73.7956364,"United States"
"4455","massachusetts general hospital (a.l.s.), harvard medical school (a.l.s., r.m.s.), critical care, and sleep medicine, beth israel deaconess medical center (r.m.s.) - all in boston",2142,42.3561065,-71.0568336,"United States"
"4459","university of auckland, auckland",2143,-36.8523378,174.7691073,"New Zealand"
"4460","university of otago, dunedin",2144,-45.8646835,170.5144227,"New Zealand"
"4461","deputy vice chancellor external engagement, university of otago, dunedin",2145,-45.8646835,170.5144227,"New Zealand"
"4465","faculty of medicine, chiang mai university, chiang mai, thailand",2146,18.7899285,98.9731731,"Thailand"
"4470","copenhagen academy for medical education and simulation, university of copenhagen, copenhagen, denmark",2147,55.6979536,12.5662821,"Denmark"
"4471","the wilson centre, university health network, university of toronto, toronto, ontario, canada",2148,43.6566603,-79.3899178,"Canada"
"4472","faculty of health, university of aarhus, aarhus, denmark",2149,56.1681384,10.2030118,"Denmark"
"4473","josé maría montiel-company is teaching assistant, faculty of medicine and dentistry, university of valencia, spain",2150,39.4793254,-0.3593863,"Spain"
"4474","cristian subirats-roig is postgraduate student, faculty of medicine and dentistry, university of valencia, spain",2151,39.4793254,-0.3593863,"Spain"
"4475","pau flores-martí is postgraduate student, faculty of medicine and dentistry, university of valencia, spain",2152,39.4793254,-0.3593863,"Spain"
"4476","carlos bellot-arcís is associate lecturer, faculty of medicine and dentistry, university of valencia, spain",2153,39.4793254,-0.3593863,"Spain"
"4477","and josé manuel almerich-silla is tenured lecturer, faculty of medicine and dentistry, university of valencia, spain",2154,39.4793254,-0.3593863,"Spain"
"4498","dr. abdelkarim is associate professor and chair, school of dentistry, university of mississippi medical center",2155,32.3304534,-90.1721426,"United States"
"4499","dr. schween is professor and director, school of education, university of louisiana at monroe",2156,32.5309807,-92.068731,"United States"
"4500","and dr. ford is assistant professor and research scientist, oklahoma center for education policy, jeannine rainbolt college of education, university of oklahoma",2157,35.2056169,-97.4464855,"United States"
"4507","pediatric dentistry, university of maryland school of dentistry",2158,39.2895442,-76.6255229,"United States"
"4508","dr. glascoe is professor, howard university college of dentistry",2159,38.9187932,-77.0208882,"United States"
"4509","dr. esfandiari is associate dean for academic affairs, faculty of dentistry, mcgill university",2160,45.5038266,-73.5738797,"Canada"
"4510","dr. williams is assistant professor, university of pittsburgh school of dental medicine",2161,40.4426752,-79.9628941,"United States"
"4511","dr. mcquistan is associate professor, university of iowa college of dentistry and dental clinics",2162,41.6627694,-91.5510462,"United States"
"4512","and dr. stevens is professor and chair, augusta university dental college of georgia",2163,33.4668224,-81.9911013,"United States"
"4544","school of public health, university of alberta, edmonton, canada",2164,53.5232189,-113.5263186,"Canada"
"4546","departments of neurology",2165,NA,NA,NA
"4547","harvard medical school, boston, ma",2166,42.3356499,-71.1041157,"United States"
"4549","radiology, and",2167,NA,NA,NA
"4550","psychiatry, boston children's hospital, boston, ma",2168,42.3376672,-71.1052864,"United States"
"4552","children's mercy hospital-kansas city, mo",2169,39.0837665,-94.5774632,"United States"
"4554","university of missouri-kansas city, kansas city, mo",2170,39.0335539,-94.5760259,"United States"
"4555","center for infectious diseases and infection control, jena university hospital, erlanger allee 101, 07740, jena, thuringia, germany",2171,50.927054,11.5892372,"Germany"
"4556","medical practice, engelsplatz 8, 07743, jena, germany",2172,50.9285936,11.5798715,"Germany"
"4557","rostock university medical center, germany",2173,54.083905,12.0995969,"Germany"
"4558","medical practice, warschauer straße 26, 99427, weimar, germany",2174,50.9884333,11.3062334,"Germany"
"4559","institute for medical microbiology, jena university hospital, jena, germany",2175,50.9289028,11.5787572,"Germany"
"4561","a cardiff university medical school , cardiff , uk",2176,51.4866271,-3.1788641,"United Kingdom"
"4563","a who headquarters, sciez-sur-léman , france",2177,46.3320423,6.3754638,"France"
"4564","b hull york medical school , hull , uk",2178,53.7737034,-0.3680781,"United Kingdom"
"4565","c university of new mexico , albuquerque , nm , usa",2179,35.0843187,-106.6197812,"United States"
"4566","d memorial university of newfoundland , st. john's , nl , canada",2180,47.5737975,-52.7329053,"Canada"
"4567","e university of british columbia , vancouver , bc , canada",2181,49.2606052,-123.2459938,"Canada"
"4568","f northern ontario school of medicine , sudbury , on , canada",2182,46.4638921,-80.9650159,"Canada"
"4569","g amee , dundee , scotland",2183,56.462018,-2.970721,"United Kingdom"
"4570","a uniformed services university of the health sciences , bethesda , md , usa",2184,39.0018561,-77.0862793,"United States"
"4571","b ottawa hospital rehabilitation centre, university of ottawa , ottawa , on , canada",2185,45.4030302,-75.6483386,"Canada"
"4576","san antonio uniformed services health education consortium, ft sam houston, texas, usa",2186,29.459702,-98.4166698,"United States"
"4579","nd military intelligence battalion, detachment texas, ft sam houston, texas, usa",2187,29.4569597,-98.4458421,"United States"
"4580","soroka medical center , beer sheva , israel",2188,31.2591051,34.8020335,"Israel"
"4581","b national institute for testing and evaluation (nite) , jerusalem , israel",2189,31.7739141,35.1997232,"Israel"
"4584","c israel center for medical simulation , sheba medical center , tel-hashomer , israel",2190,34.0672802,-118.3998525,"United States"
"4585","school of public health , hebrew university-hadassah , jerusalem , israel",2191,31.7945578,35.2414009,"Israel"
"4586","a harvard medical school , boston , ma , usa",2192,42.3356499,-71.1041157,"United States"
"4587","z. kadivar, pt, phd, harris health system, 3601 n macgregor way, houston, tx 77004 (usa",2193,NA,NA,NA
"4588","a. english, pt, dpt, gaylord specialty healthcare, wallingford, connecticut",2194,41.47277,-72.8568866,"United States"
"4589","b.d. marx, phd, louisiana state university, baton rouge, louisiana",2195,30.4132579,-91.1800023,"United States"
"4590","a center for education development and research in health professions (cedar), university of groningen, university medical center groningen , groningen , the netherlands",2196,53.2218504,6.5760631,"Netherlands"
"4591","b center for dentistry and oral hygiene, university of groningen, university medical center groningen , groningen , the netherlands",2197,53.2218504,6.5760631,"Netherlands"
"4594","university of groningen, university medical center groningen , groningen , the netherlands",2198,53.2192634,6.5629872,"Netherlands"
"4595","a augusta university/university of georgia, medical college of georgia , athens , ga , usa",2199,33.471131,-81.9888498,"United States"
"4599","a faculty of education , university of ottawa , ottawa , on , canada",2200,45.4231064,-75.6831329,"Canada"
"4600","b children's hospital of eastern ontario research institute , ottawa , on , canada",2201,45.4011209,-75.6516854,"Canada"
"4602","c school of rehabilitation sciences, faculty of health sciences , university of ottawa , ottawa , on , canada",2202,45.4024045,-75.6498814,"Canada"
"4603","faculty of medicine , university of ottawa , ottawa , on , canada",2203,45.4022853,-75.6502632,"Canada"
"4604","e royal college of physicians and surgeons of canada , ottawa , on , canada",2204,45.395486,-75.682237,"Canada"
"4605","f accreditation council for graduate medical education , chicago , il , usa",2205,41.8781136,-87.6297982,"United States"
"4608","h children's hospital of eastern ontario , ottawa , on , canada",2206,45.4011209,-75.6516854,"Canada"
"4618","a melbourne centre for the study of higher education , the university of melbourne , parkville , victoria , australia",2207,-37.7963689,144.9611738,"Australia"
"4620","university of alberta , edmonton , alberta , canada",2208,53.5232189,-113.5263186,"Canada"
"4622","university of manitoba , winnipeg , manitoba , canada",2209,49.8075008,-97.1366259,"Canada"
"4623","d faculty of medicine and dentistry , university of alberta , edmonton , alberta , canada",2210,53.5232189,-113.5263186,"Canada"
"4624","the hospital for sick children, university of toronto , toronto , ontario , canada",2211,43.6573065,-79.3874268,"Canada"
"4626","stollery children's hospital, university of alberta , edmonton , alberta , canada",2212,53.5206261,-113.5251051,"Canada"
"4627","fort belvoir , va , usa",2213,38.7188716,-77.1542684,"United States"
"4628","b uk council of the british medical association , london , uk",2214,51.5261491,-0.1288418,"United Kingdom"
"4629","c hokkaido center for mental health and welfare , sapporo-shi , hokkaido , japan",2215,43.7706355,142.364819,"Japan"
"4630","d bordeaux school of public health , university of bordeaux and bordeaux university hospital , bordeaux , france",2216,44.82586,-0.605838,"France"
"4631","e humanitas clinical and research center , milan , italy",2217,45.3720363,9.168992,"Italy"
"4632","dalla lana school of public health , university of toronto , toronto , on , canada",2218,43.659082,-79.3929147,"Canada"
"4633","queen's university , kingston , on , canada",2219,44.2252795,-76.4951412,"Canada"
"4634","h associate medical officer of health , peel public health , mississauga , on , canada",2220,43.5890452,-79.6441198,"Canada"
"4635","a professional performance research group, center for evidence-based education, academic medical center , university of amsterdam , amsterdam , the netherlands",2221,52.3558182,4.9557263,"Netherlands"
"4637","the fielding school of public health , university of california, los angeles (ucla) , los angeles , ca , usa",2222,34.0665992,-118.4430523,"United States"
"4638","c ucla center for health policy research , los angeles , ca , usa",2223,34.0579303,-118.4458858,"United States"
"4640","d member of the board of directors, academic medical center , university of amsterdam , amsterdam , the netherlands",2224,52.3558182,4.9557263,"Netherlands"
"4642","a warwick medical school, university of warwick , coventry , uk",2225,52.3747685,-1.5506217,"United Kingdom"
"4643","b faculty of health and medicine , lancaster university , lancaster , uk",2226,54.0094462,-2.7853884,"United Kingdom"
"4644","a competence centre for university teaching in medicine baden-wuerttemberg , university of tuebingen , tuebingen , germany",2227,48.5294782,9.043774,"Germany"
"4645","oncology and haematology , university children's hospital, university of tuebingen , tuebingen , germany",2228,48.5294782,9.043774,"Germany"
"4653","school of public health, university of michigan, ann arbor, mi, usa",2229,42.2805731,-83.7304444,"United States"
"4656","from weill cornell medical college/new york-presbyterian hospital, new york, new york",2230,40.7643131,-73.9539614,"United States"
"4657","school of medicine, faculty of health, university of tasmania, hobart, australia",2231,-42.8787432,147.3297053,"Australia"
"4660","fujian provincial key laboratory on hematology, fujian institute of hematology, fujian medical university union hospital 29, fuzhou, fujian, 350000, people's republic of china",2232,26.0741436,119.2963268,"China"
"4666","a discipline of genral practice , national university of ireland galway , galway , ireland",2233,53.2770243,-9.0614864,"Ireland"
"4667","bmj learning, london",2234,51.5073509,-0.1277583,"United Kingdom"
"4668","bmj publishing group, london",2235,51.526336,-0.1282739,"United Kingdom"
"4669","faculty of medicine and health sciences, stellenbosch university, tygerberg, south africa",2236,-33.9079339,18.6124987,"South Africa"
"4671","medical research council centre for tuberculosis research, faculty of medicine and health sciences, stellenbosch university, tygerberg, south africa",2237,-33.9079339,18.6124987,"South Africa"
"4674","school of medicine, louisiana state university health sciences center, new orleans, louisiana",2238,29.9572962,-90.0832621,"United States"
"4676","school of foundations, leadership, and administration, kent state university, kent, ohio",2239,41.1527476,-81.3458714,"United States"
"4678","royal college of surgeons in ireland, dublin, ireland",2240,53.338985,-6.261986,"Ireland"
"4679","health professions education centre, royal college of surgeons in ireland, dublin, ireland",2241,53.338985,-6.261986,"Ireland"
"4680","teaching enhancement unit, dublin city university, glasnevin, ireland, dublin",2242,53.3828368,-6.2762904,"Ireland"
"4681","brighton and sussex medical school, university of sussex, brighton, united kingdom",2243,50.8641901,-0.0857006,"United Kingdom"
"4682","southampton clinical trials unit, university of southampton, southampton, united kingdom",2244,50.935742,-1.3966381,"United Kingdom"
"4684","centre for learning anatomical sciences, faculty of medicine, university of southampton, southampton, united kingdom",2245,50.9324845,-1.4366069,"United Kingdom"
"4685","university of cincinnati college of medicine, cincinnati, ohio",2246,39.1385503,-84.5037427,"United States"
"4687","university of california los angeles, los angeles, california, usa",2247,34.068921,-118.4451811,"United States"
"4688","veterans affairs/robert wood johnson clinical scholars program, los angeles, california, usa",2248,34.0522342,-118.2436849,"United States"
"4689","university of california san francisco, san francisco, california, usa",2249,37.7623117,-122.4576994,"United States"
"4690","dell medical school at the university of texas at austin, austin, texas, usa",2250,30.2753596,-97.7329544,"United States"
"4700","academic careers office, school of life and medical sciences, university college london, london, uk",2251,51.5245592,-0.1340401,"United Kingdom"
"4703","health care organisation and management, university college london, london, uk",2252,51.5245592,-0.1340401,"United Kingdom"
"4704","faculty of life sciences, university college london, london, uk",2253,51.5245592,-0.1340401,"United Kingdom"
"4706","academic careers office, university college london, london, uk",2254,51.5226523,-0.1311912,"United Kingdom"
"4707","school of medicine and health sciences, university for development studies, tamale, ghana",2255,9.3748863,-0.8851719,"Ghana"
"4711","school of allied health sciences, university for development studies, tamale, ghana",2256,9.3748863,-0.8851719,"Ghana"
"4712","institute of psychology, health and society, university of liverpool, liverpool, uk",2257,53.4075141,-2.9676658,"United Kingdom"
"4718","st mark's hospital and academic institute, harrow, uk",2258,51.5757867,-0.3202068,"United Kingdom"
"4721","northern oesophago-gastric unit, royal victoria infirmary, newcastle upon tyne, uk",2259,54.9790399,-1.619418,"United Kingdom"
"4724","children's hospital of alabama, university of alabama at birmingham , birmingham, alabama",2260,33.5059874,-86.8069368,"United States"
"4726","louisiana state university health sciences center , new orleans, louisiana",2261,29.9572962,-90.0832621,"United States"
"4730","section of hematology at the louisiana state univeristy health sciences center in new orleans, la",2262,29.9572962,-90.0832621,"United States"
"4731","a school of medicine, flinders university , alice springs , australia",2263,-23.7055415,133.8780112,"Australia"
"4732","b college of medicine , james cook university , townsville , australia",2264,-19.326378,146.7572865,"Australia"
"4734","c the training for health equity network , brussels , belgium",2265,50.8503463,4.3517211,"Belgium"
"4736","d school of medicine , ateneo de zamboanga university , zamboanga , philippines",2266,6.9099505,122.0755747,"Philippines"
"4738","e school of health sciences , university of the philippines manila , palo , leyte , the philippines",2267,11.1602881,124.9910921,"Philippines"
"4741","centre for addiction and mental health, university of toronto, toronto, ontario, canada",2268,43.6585588,-79.3990409,"Canada"
"4742","the wilson centre, university of toronto, toronto, ontario, canada",2269,43.7281695,-79.475397,"Canada"
"4743","university of botswana",2270,-24.6605903,25.9309101,"Botswana"
"4744","orthopaedic surgeon, palmetto health, 14 richland medical park, suite 200, columbia, sc, 29203, usa",2271,34.0291993,-81.0311821,"United States"
"4745","university of pennsylvania, 424 stemmler hall, philadelphia, pa, 19104, usa",2272,39.9492021,-75.1953452,"United States"
"4746","orthopaedic surgery residency program, university of minnesota medical school, 2512 south 7th street, suite r200, minneapolis, mn, 55454, usa",2273,44.9669782,-93.2370173,"United States"
"4747","seoul national university bundang hospital, 82 gumi-ro 173 beon-gil, bundang-gu, seongnam, republic of korea",2274,37.3520869,127.1233369,"South Korea"
"4748","north shore university hospital, plainview, ny",2275,40.7751125,-73.4785943,"United States"
"4749","los angeles county university of southern california medical center, los angeles, ca",2276,34.0574809,-118.2078576,"United States"
"4750","university of arizona, tucson, az",2277,32.2318851,-110.9501094,"United States"
"4751","university of florida, gainesville, fl",2278,29.6436325,-82.3549302,"United States"
"4752","good samaritan hospital medical center, islip, ny",2279,40.693991,-73.2939561,"United States"
"4753","sinai st. luke's roosevelt, new york, ny",2280,40.8047973,-73.9619349,"United States"
"4754","thomas jefferson hospital, philadelphia, pa",2281,39.9498424,-75.1580495,"United States"
"4755","boston university school of medicine, boston, ma",2282,42.3361258,-71.0721348,"United States"
"4756","massachusetts general hospital, boston, ma",2283,42.3631763,-71.0688305,"United States"
"4757","yale university school of medicine, new haven, ct",2284,41.303229,-72.933826,"United States"
"4758","christiana care health system, newark, de",2285,39.5992186,-75.7445041,"United States"
"4759","university of alabama at birmingham, birmingham, al",2286,33.5021227,-86.8064447,"United States"
"4761","cook county hospital, chicago, il",2287,41.8724775,-87.6742879,"United States"
"4762","geisinger medical center, danville, pa",2288,40.9675384,-76.605639,"United States"
"4763","university of virginia health system, charlottesville, va",2289,38.031072,-78.4986662,"United States"
"4764","university of colorado school of medicine, aurora, co",2290,39.7451768,-104.8377087,"United States"
"4765","clinical center, national institutes of health, bethesda, maryland, usa",2291,39.0025272,-77.1043789,"United States"
"4766","social and behavioral research branch, national human genome research institute, national institutes of health, bethesda, maryland, usa",2292,39.002793,-77.1044932,"United States"
"4768","bioethics core, national human genome research institute, national institutes of health, bethesda, maryland, usa",2293,38.996791,-77.099205,"United States"
"4769","medical genetics branch, national human genome research institute, national institutes of health, bethesda, maryland, usa",2294,38.996791,-77.099205,"United States"
"4770","center for research on genomics and global health, national human genome research institute, national institutes of health, bethesda, maryland, usa",2295,38.996791,-77.099205,"United States"
"4774","havener eye institute, the ohio state university wexner medical center, columbus, ohio, usa",2296,39.9785701,-83.0229621,"United States"
"4775","university of california san diego/ratner children's eye center, la jolla, california, usa",2297,32.8793005,-117.2233103,"United States"
"4778","the ohio state university wexner medical center, columbus, ohio, usa",2298,39.9954313,-83.0176172,"United States"
"4781","the pennsylvania state university, college of medicine, hershey, pa",2299,40.2643702,-76.6747274,"United States"
"4785","university of california san francisco benioff children's hospital , san francisco, california",2300,37.7648523,-122.3901585,"United States"
"4790","university of melbourne,royal victorian eye and ear hospital,australia",2301,-37.7963689,144.9611738,"Australia"
"4793","faculty of medicine,khon kaen university,thailand",2302,16.4695501,102.8311281,"Thailand"
"4794","centre for the study of higher education,university of melbourne,australia",2303,-37.7974329,144.9637091,"Australia"
"4797","school of medicine, cardiff university, uk",2304,51.4866271,-3.1788641,"United Kingdom"
"4800","university medical center utrecht, utrecht, the netherlands",2305,52.0862837,5.179925,"Netherlands"
"4801","leiden university medical center, leiden, the netherlands",2306,52.1660567,4.4773096,"Netherlands"
"4802","faculty of mechanical engineering, delft university of technology, delft, the netherlands",2307,52.0009988,4.3718819,"Netherlands"
"4803","reinier de graaf group, voorburg, the netherlands",2308,52.0607598,4.3516855,"Netherlands"
"4804","meander medical center, amersfoort, the netherlands",2309,52.1706932,5.3699358,"Netherlands"
"4807","umc utrecht cancer centre, university medical center utrecht, utrecht, the netherlands",2310,52.0862837,5.179925,"Netherlands"
"4808","morriston hospital, swansea, united kingdom",2311,51.6823923,-3.9343948,"United Kingdom"
"4809","university hospital of wales, cardiff, united kingdom",2312,51.5070942,-3.1912933,"United Kingdom"
"4816","population and preventive medicine and program in public health, stony brook medicine, health science center level 3, state university of new york stony, brook, stony brook, ny 11794, usa",2313,40.9123761,-73.1233889,"United States"
"4820","stony brook medicine, health science center level 3, state university of new york stony brook, stony brook, ny 11794, usa",2314,40.909791,-73.1167603,"United States"
"4822","institute of medicine, tribhuvan university, kathmandu, nepal",2315,27.6806722,85.2834629,"Nepal"
"4823","minamisoma municipal general hospital, fukushima, japan",2316,37.7502986,140.4675514,"Japan"
"4824","maharajgunj nursing campus, institute of medicine, tribhuvan university, kathmandu, nepal",2317,27.7360022,85.3302641,"Nepal"
"4825","toranomon hospital, tokyo, japan",2318,35.6690508,139.7462332,"Japan"
"4826","jyoban hospital of tokiwa foundation, fukushima, japan",2319,37.7502986,140.4675514,"Japan"
"4827","medical college of wisconsin, milwaukee, wi",2320,43.0435866,-88.0211208,"United States"
"4830","academic affairs, medical college of wisconsin, milwaukee, wi",2321,43.0435866,-88.0211208,"United States"
"4834","clement j",2322,NA,NA,NA
"4835","zablocki veterans affairs medical center, milwaukee, wi",2323,43.0209544,-87.9760167,"United States"
"4839","internal medicine unit, infanta cristina teaching hospital, madrid, spain",2324,40.2191844,-3.7824106,"Spain"
"4840","complutense university, madrid, spain",2325,40.4478246,-3.7285872,"Spain"
"4841","clinical ultrasound working group, spanish society of internal medicine, madrid, spain",2326,40.4167754,-3.7037902,"Spain"
"4845","school of medicine, complutense university, madrid, spain",2327,40.4496035,-3.738913,"Spain"
"4849","pulmunology unit, 12 de octubre teaching hospital, madrid, spain",2328,40.3778922,-3.6966633,"Spain"
"4862","indiana university school of medicine, indianapolis, in",2329,39.7815613,-86.1651714,"United States"
"4868","the university of texas health science center, san antonio, tx",2330,29.5074654,-98.5753521,"United States"
"4870","university of nebraska, omaha, nebraska",2331,41.2582497,-96.0107049,"United States"
"4871","university of utah, salt lake city, utah",2332,40.7649368,-111.8421021,"United States"
"4874","university of north carolina at chapel hill, chapel hill",2333,35.9049122,-79.0469134,"United States"
"4875","university of virginia, charlottesville",2334,38.0335529,-78.5079772,"United States"
"4879","denver health medical center, denver, colorado",2335,39.7275455,-104.9910793,"United States"
"4888","dengue branch, centers for disease control and prevention, san juan, puerto rico",2336,18.4071637,-66.089952,"Puerto Rico"
"4890","office of the director, centers for disease control and prevention, fort collins, colorado",2337,40.5771134,-105.1496351,"United States"
"4897","kasr alainy medical school, cairo university, cairo - egypt",2338,30.0309241,31.2275802,"Egypt"
"4901","laboratory of anatomy, histology and embryology, faculty of medicine, university of damascus, fayez mansour street, damascus, syria",2339,33.4943731,36.2433882,"Syria"
"4902","jichi medical university, tochigi, japan",2340,36.399763,139.860547,"Japan"
"4903","saiseikai utsunomiya hospital, tochigi, japan",2341,36.5790749,139.8975205,"Japan"
"4904","keio university hospital, tokyo, japan",2342,35.6816754,139.7181206,"Japan"
"4914","wisconsin surgical outcomes research program, university of wisconsin-madison, madison, wi",2343,43.075938,-89.4322185,"United States"
"4915","university of wisconsin-madison, madison, wi",2344,43.076592,-89.4124875,"United States"
"4926","princess margaret hospital, toronto, canada",2345,43.6574912,-79.3913243,"Canada"
"4927","sunnybrook health sciences centre, university of toronto, toronto, canada",2346,43.7216064,-79.3759228,"Canada"
"4931","public health and primary care, institute of public health, cambridge, uk",2347,52.1731852,0.1437284,"United Kingdom"
"4932","norwich medical school, university of east anglia, norwich, uk",2348,52.6219215,1.2391761,"United Kingdom"
"4933","epidemiology and public health, university of nottingham, nottingham, uk",2349,52.938636,-1.1951582,"United Kingdom"
"4934","servicio de hemoterapia y hemostasis, hospital clinic, barcelona, spain",2350,41.3895158,2.1522994,"Spain"
"4935","lucile packard children's hospital, stanford university school of medicine, stanford, california",2351,37.436074,-122.175035,"United States"
